i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	inf	inf	no
27	1.0	50.0	0.25	inf	inf	no
28	1.0	50.0	0.3	0.3278378700159262	0.04148829520724572	yes
32	1.0	87.0	0.1	inf	inf	no
33	1.0	87.0	0.15	inf	inf	no
34	1.0	87.0	0.2	0.33996089723044653	0.06333554733442007	yes
35	1.0	87.0	0.25	0.331770209767	0.13055037411840567	no
36	1.0	87.0	0.3	0.33037727213	0.2047560704863454	no
40	1.0	149.0	0.1	0.367729117045	0.08532524560191647	no
41	1.0	149.0	0.15	0.3639868494679999	0.22783192986965442	no
42	1.0	149.0	0.2	0.36139639265500006	0.3373884196931695	no
43	1.0	149.0	0.25	0.359392392222	0.43937355116900234	no
44	1.0	149.0	0.3	0.357748934706	0.5368210579196416	no
45	1.0	149.0	0.35	0.356441895959	0.6311059845912498	no
48	1.0	257.0	0.1	0.402250661367	0.33415852802998286	no
49	1.0	257.0	0.15	0.3976703707759999	0.5436988193868036	no
50	1.0	257.0	0.2	0.39447729163800005	0.7483461827754866	no
51	1.0	257.0	0.25	0.39213669365000003	0.9484707459477626	no
52	1.0	257.0	0.3	0.390245987314	1.1435210230759598	no
53	1.0	257.0	0.35	0.388621588644	1.3332849433962517	no
56	1.0	442.0	0.1	0.44357382963	0.7430919985109079	no
57	1.0	442.0	0.15	0.438103569035	1.1753261756659648	no
58	1.0	442.0	0.2	0.434314864228	1.603431149930415	no
59	1.0	442.0	0.25	0.431382337835	2.022590779910806	no
60	1.0	442.0	0.3	0.428995319043	2.431426271705028	no
61	1.0	442.0	0.35	0.427149775887	2.8321936358683177	no
62	1.0	442.0	0.4	0.425654856178	3.1951229179642704	no
114	1.3	84.0	0.2	inf	inf	no
115	1.3	84.0	0.25	inf	inf	no
116	1.3	84.0	0.3	0.3653678564589719	0.042982275224069146	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	inf	inf	no
122	1.3	143.0	0.2	0.38599392888945067	0.04703711349442356	yes
123	1.3	143.0	0.25	0.37637436037932254	0.08775610293008056	yes
124	1.3	143.0	0.3	0.371138717917	0.16718119226332487	no
125	1.3	143.0	0.35	0.3697395748069999	0.23257123619405698	no
128	1.3	244.0	0.1	0.42211253947506944	0.04222539938072363	yes
129	1.3	244.0	0.15	0.413785582052	0.19850503825039056	no
130	1.3	244.0	0.2	0.410266382704	0.30868273449989453	no
131	1.3	244.0	0.25	0.40767183709699994	0.4092437580680371	no
132	1.3	244.0	0.3	0.405600272477	0.5050586241693914	no
133	1.3	244.0	0.35	0.403765665001	0.597189396708236	no
136	1.3	417.0	0.1	0.463727168834	0.3033996327570789	no
137	1.3	417.0	0.15	0.457776938891	0.5050212903696847	no
138	1.3	417.0	0.2	0.45343466946	0.7019259814727318	no
139	1.3	417.0	0.25	0.450215382615	0.8952067510560789	no
140	1.3	417.0	0.3	0.44753350261499997	1.0839270948520108	no
141	1.3	417.0	0.35	0.445374363078	1.2688525954818304	no
142	1.3	417.0	0.4	0.443561528644	1.2400779236468031	no
289	2.0	232.0	0.15	inf	inf	no
290	2.0	232.0	0.2	inf	inf	no
291	2.0	232.0	0.25	inf	inf	no
292	2.0	232.0	0.3	0.46270888280155187	0.04441559944935812	yes
293	2.0	232.0	0.35	0.4597181750577681	0.06443350611273058	yes
294	2.0	232.0	0.4	0.4652243500600138	0.05501513818169389	yes
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	inf	inf	no
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	inf	inf	no
767	4.0	421.0	0.55	inf	inf	no
768	4.0	421.0	0.6	inf	inf	no
769	4.0	421.0	0.7	inf	inf	no
868	5.0	459.0	0.75	inf	inf	no
869	5.0	459.0	0.8	inf	inf	no
872	5.0	793.0	0.25	inf	inf	no
873	5.0	793.0	0.3	inf	inf	no
874	5.0	793.0	0.4	inf	inf	no
875	5.0	793.0	0.5	inf	inf	no
876	5.0	793.0	0.55	inf	inf	no
877	5.0	793.0	0.65	inf	inf	no
878	5.0	793.0	0.75	inf	inf	no
879	5.0	793.0	0.8	inf	inf	no
974	6.0	888.0	0.45	inf	inf	no
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	inf	inf	no
977	6.0	888.0	0.7	inf	inf	no
978	6.0	888.0	0.8	inf	inf	no
979	6.0	888.0	0.85	inf	inf	no
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	inf	inf	no
1078	7.0	1009.0	0.8	inf	inf	no
1079	7.0	1009.0	0.9	inf	inf	no
1179	8.0	1157.0	0.95	inf	inf	no
1389	10.0	2919.0	1.15	inf	inf	no
