i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	0.3147892504347454	0.06340839052127976	yes
27	1.0	50.0	0.25	0.3131147957065625	0.07878147048875508	yes
28	1.0	50.0	0.3	0.31128975368229866	0.09296894814162705	yes
32	1.0	87.0	0.1	0.3420581292694071	0.04212026208228382	yes
33	1.0	87.0	0.15	0.33581424632	0.09288002502264607	no
34	1.0	87.0	0.2	0.33350216242400005	0.15567000817063645	no
35	1.0	87.0	0.25	0.331770209767	0.20955632138171573	no
36	1.0	87.0	0.3	0.33037727213	0.2598191419974953	no
40	1.0	149.0	0.1	0.367729117045	0.15308904125892547	no
41	1.0	149.0	0.15	0.3639868494679999	0.2580213234076168	no
42	1.0	149.0	0.2	0.36139639265500006	0.3587126472794297	no
43	1.0	149.0	0.25	0.359392392222	0.4563198455570619	no
44	1.0	149.0	0.3	0.357748934706	0.5510955856844548	no
45	1.0	149.0	0.35	0.356441895959	0.6435532961102662	no
48	1.0	257.0	0.1	0.402250661367	0.34693168249588974	no
49	1.0	257.0	0.15	0.3976703707759999	0.552037167257412	no
50	1.0	257.0	0.2	0.39447729163800005	0.7546902904415077	no
51	1.0	257.0	0.25	0.39213669365000003	0.9536629113985208	no
52	1.0	257.0	0.3	0.390245987314	1.1479601775320856	no
53	1.0	257.0	0.35	0.388621588644	1.337192722405306	no
56	1.0	442.0	0.1	0.44357382963	0.746823683193364	no
57	1.0	442.0	0.15	0.438103569035	1.177841603945586	no
58	1.0	442.0	0.2	0.434314864228	1.6053650172926384	no
59	1.0	442.0	0.25	0.431382337835	2.0241834356718402	no
60	1.0	442.0	0.3	0.428995319043	2.432793869984812	no
61	1.0	442.0	0.35	0.427149775887	2.8333997707618974	no
62	1.0	442.0	0.4	0.425654856178	3.2172385666690855	no
114	1.3	84.0	0.2	0.35265867813962726	0.060891425104830775	yes
115	1.3	84.0	0.25	0.35075677124694105	0.07549260636571839	yes
116	1.3	84.0	0.3	0.34873903447793625	0.08973566571003914	yes
120	1.3	143.0	0.1	0.38597919445608597	0.04216035088154034	yes
121	1.3	143.0	0.15	0.3781035710399429	0.06739003126571994	yes
122	1.3	143.0	0.2	0.375173390914	0.13743868815383703	no
123	1.3	143.0	0.25	0.372968445602	0.19199853169938486	no
124	1.3	143.0	0.3	0.371138717917	0.24182336875737934	no
125	1.3	143.0	0.35	0.3697395748069999	0.2892666910267156	no
128	1.3	244.0	0.1	0.418540381527	0.13579605763405728	no
129	1.3	244.0	0.15	0.413785582052	0.23822086010170676	no
130	1.3	244.0	0.2	0.410266382704	0.3354709287734645	no
131	1.3	244.0	0.25	0.40767183709699994	0.4301253971567406	no
132	1.3	244.0	0.3	0.405600272477	0.522445266344257	no
133	1.3	244.0	0.35	0.403765665001	0.6122459570060883	no
136	1.3	417.0	0.1	0.463727168834	0.3198276560111446	no
137	1.3	417.0	0.15	0.457776938891	0.5154557123947843	no
138	1.3	417.0	0.2	0.45343466946	0.7097672459596804	no
139	1.3	417.0	0.25	0.450215382615	0.9015733875751755	no
140	1.3	417.0	0.3	0.44753350261499997	1.0893407381521625	no
141	1.3	417.0	0.35	0.445374363078	1.2735940184553927	no
142	1.3	417.0	0.4	0.443561528644	1.4009968166939895	no
289	2.0	232.0	0.15	0.4576468162807635	0.04611056861668689	yes
290	2.0	232.0	0.2	0.4529254081232567	0.06565532516871503	yes
291	2.0	232.0	0.25	0.4477554622771762	0.08494919394250777	yes
292	2.0	232.0	0.3	0.44156924304600004	0.10642316228788569	no
293	2.0	232.0	0.35	0.439461188236	0.15199508556919736	no
294	2.0	232.0	0.4	0.45189433208367646	0.15489413187762888	no
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	0.7160358138207125	0.08433268817601101	yes
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	0.7302176757724245	0.08139151156057793	yes
767	4.0	421.0	0.55	0.7356909281378394	0.07846884211422372	yes
768	4.0	421.0	0.6	0.7410830048704629	0.07581454025664525	yes
769	4.0	421.0	0.7	0.7507079273141614	0.07381879591251864	yes
868	5.0	459.0	0.75	0.9273440627948383	0.06881677385385966	yes
869	5.0	459.0	0.8	0.9330984895892322	0.06852576944144531	yes
872	5.0	793.0	0.25	0.855372892921398	0.06317233184132202	yes
873	5.0	793.0	0.3	0.8520203278238527	0.07856316069550763	yes
