i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	0.31952515783658225	0.045706194706561565	yes
27	1.0	50.0	0.25	0.31862122884168076	0.06111125307614832	yes
28	1.0	50.0	0.3	0.3179554564538206	0.07402724585494469	yes
32	1.0	87.0	0.1	inf	inf	no
33	1.0	87.0	0.15	0.3389201568431026	0.058303030994887706	yes
34	1.0	87.0	0.2	0.33350216242400005	0.12550028151678636	no
35	1.0	87.0	0.25	0.331770209767	0.18915916359864554	no
36	1.0	87.0	0.3	0.33037727213	0.24373230566493254	no
40	1.0	149.0	0.1	0.367729117045	0.13652103493970694	no
41	1.0	149.0	0.15	0.3639868494679999	0.24863103386883134	no
42	1.0	149.0	0.2	0.36139639265500006	0.3518425818296765	no
43	1.0	149.0	0.25	0.359392392222	0.4507884276971578	no
44	1.0	149.0	0.3	0.357748934706	0.5464042383868399	no
45	1.0	149.0	0.35	0.356441895959	0.6394458200450067	no
48	1.0	257.0	0.1	0.402250661367	0.34276147446778604	no
49	1.0	257.0	0.15	0.3976703707759999	0.5492782263355318	no
50	1.0	257.0	0.2	0.39447729163800005	0.7525840658622874	no
51	1.0	257.0	0.25	0.39213669365000003	0.9519367694700566	no
52	1.0	257.0	0.3	0.390245987314	1.1464831953120596	no
53	1.0	257.0	0.35	0.388621588644	1.3358919753215064	no
56	1.0	442.0	0.1	0.44357382963	0.7455828476398048	no
57	1.0	442.0	0.15	0.438103569035	1.1770039896889115	no
58	1.0	442.0	0.2	0.434314864228	1.604720772458923	no
59	1.0	442.0	0.25	0.431382337835	2.0236527575379926	no
60	1.0	442.0	0.3	0.428995319043	2.4323381286634445	no
61	1.0	442.0	0.35	0.427149775887	2.832997807616844	no
62	1.0	442.0	0.4	0.425654856178	3.2099377701077447	no
114	1.3	84.0	0.2	0.35758578269534863	0.04305894245645689	yes
115	1.3	84.0	0.25	0.3564345564601885	0.057473595911806015	yes
116	1.3	84.0	0.3	0.35545134185221244	0.07087843654649356	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	0.3835563639982377	0.04894531049353315	yes
122	1.3	143.0	0.2	0.375173390914	0.09086126055941478	no
123	1.3	143.0	0.25	0.372968445602	0.1650775688858482	no
124	1.3	143.0	0.3	0.371138717917	0.22149393414405605	no
125	1.3	143.0	0.35	0.3697395748069999	0.2725205914276647	no
128	1.3	244.0	0.1	0.418540381527	0.11223025846613371	no
129	1.3	244.0	0.15	0.413785582052	0.22625737145964733	no
130	1.3	244.0	0.2	0.410266382704	0.3269457918638877	no
131	1.3	244.0	0.25	0.40767183709699994	0.42335471619483245	no
132	1.3	244.0	0.3	0.405600272477	0.5167567234979852	no
133	1.3	244.0	0.35	0.403765665001	0.6072946356851937	no
136	1.3	417.0	0.1	0.463727168834	0.31450977294883065	no
137	1.3	417.0	0.15	0.457776938891	0.5120139400247601	no
138	1.3	417.0	0.2	0.45343466946	0.7071678676217902	no
139	1.3	417.0	0.25	0.450215382615	0.8994584831338265	no
140	1.3	417.0	0.3	0.44753350261499997	1.0875404754069697	no
141	1.3	417.0	0.35	0.445374363078	1.272016398023364	no
142	1.3	417.0	0.4	0.443561528644	1.3525195629469524	no
289	2.0	232.0	0.15	inf	inf	no
290	2.0	232.0	0.2	0.45867073552212406	0.04520664573093162	yes
291	2.0	232.0	0.25	0.454710191925284	0.0649978696390281	yes
292	2.0	232.0	0.3	0.4501829481340604	0.08500087737224714	yes
293	2.0	232.0	0.35	0.4444293907037968	0.10601345961828076	yes
294	2.0	232.0	0.4	0.45189433208367646	0.1008675601332127	no
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	0.7244991295536558	0.05856380757154082	yes
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	0.7385350348238412	0.05518314963846406	yes
767	4.0	421.0	0.55	0.7438238464630298	0.0520195945090219	yes
768	4.0	421.0	0.6	0.7490638870376357	0.04935984712970068	yes
769	4.0	421.0	0.7	0.7585952275189399	0.047507539972976416	yes
868	5.0	459.0	0.75	0.9356310215241085	0.044570174448929085	yes
869	5.0	459.0	0.8	0.9413528515249128	0.04459148700530405	yes
872	5.0	793.0	0.25	0.8626612127296258	0.045270497224067036	yes
873	5.0	793.0	0.3	0.8608443290664586	0.049950521959846644	yes
874	5.0	793.0	0.4	0.8599872867640767	0.08284139327691212	yes
875	5.0	793.0	0.5	0.8789266641103664	0.051918364569544774	yes
876	5.0	793.0	0.55	0.8846852786396281	0.04806506244997386	yes
877	5.0	793.0	0.65	0.8952473519700593	0.04485303081925058	yes
878	5.0	793.0	0.75	0.904627365358766	0.04458976543945943	yes
879	5.0	793.0	0.8	0.9089828555936366	0.04460664295633634	yes
974	6.0	888.0	0.45	0.9178528984564491	0.06281047409460122	yes
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	0.9342159647687052	0.0451621413241722	yes
977	6.0	888.0	0.7	0.9442482900187535	0.04460282982795488	yes
978	6.0	888.0	0.8	0.953665166484075	0.044644528601204256	yes
979	6.0	888.0	0.85	0.9582857133967958	0.04465900549869849	yes
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	1.0001418394053727	0.044983418685736534	yes
1078	7.0	1009.0	0.8	1.004830366449179	0.045043744274269604	yes
1079	7.0	1009.0	0.9	1.0139171100380224	0.045119281991725296	yes
1179	8.0	1157.0	0.95	1.0745683297931425	0.04585952781408222	yes
1389	10.0	2919.0	1.15	1.262142476074256	0.046223908137171636	yes
