i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	inf	inf	no
27	1.0	50.0	0.25	inf	inf	no
28	1.0	50.0	0.3	0.3267479347867054	0.04362823562877566	yes
32	1.0	87.0	0.1	inf	inf	no
33	1.0	87.0	0.15	inf	inf	no
34	1.0	87.0	0.2	0.33863763025291205	0.06771253750726255	yes
35	1.0	87.0	0.25	0.331770209767	0.14026863511999763	no
36	1.0	87.0	0.3	0.33037727213	0.2103068414336186	no
40	1.0	149.0	0.1	0.367729117045	0.09449230528304994	no
41	1.0	149.0	0.15	0.3639868494679999	0.2306053766562459	no
42	1.0	149.0	0.2	0.36139639265500006	0.3392514108074221	no
43	1.0	149.0	0.25	0.359392392222	0.44082736886942914	no
44	1.0	149.0	0.3	0.357748934706	0.53803394117352	no
45	1.0	149.0	0.35	0.356441895959	0.6321595198211972	no
48	1.0	257.0	0.1	0.402250661367	0.3352540086782208	no
49	1.0	257.0	0.15	0.3976703707759999	0.5444004513698613	no
50	1.0	257.0	0.2	0.39447729163800005	0.7488773612986053	no
51	1.0	257.0	0.25	0.39213669365000003	0.9489050545468831	no
52	1.0	257.0	0.3	0.390245987314	1.1438917701276263	no
53	1.0	257.0	0.35	0.388621588644	1.3336111908096988	no
56	1.0	442.0	0.1	0.44357382963	0.7434040350379728	no
57	1.0	442.0	0.15	0.438103569035	1.1755360734660518	no
58	1.0	442.0	0.2	0.434314864228	1.603592430149246	no
59	1.0	442.0	0.25	0.431382337835	2.0227235802241808	no
60	1.0	442.0	0.3	0.428995319043	2.4315402831461665	no
61	1.0	442.0	0.35	0.427149775887	2.8322941718677126	no
62	1.0	442.0	0.4	0.425654856178	3.196988075216349	no
114	1.3	84.0	0.2	inf	inf	no
115	1.3	84.0	0.25	inf	inf	no
116	1.3	84.0	0.3	0.3644134122250725	0.04179072979793058	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	inf	inf	no
122	1.3	143.0	0.2	0.3847325325706723	0.05181135472321539	yes
123	1.3	143.0	0.25	0.37464564091917013	0.09283051103578202	yes
124	1.3	143.0	0.3	0.371138717917	0.17558196768462137	no
125	1.3	143.0	0.35	0.3697395748069999	0.23819277406137745	no
128	1.3	244.0	0.1	0.42089204145650144	0.04412450574486546	yes
129	1.3	244.0	0.15	0.413785582052	0.2023289730860416	no
130	1.3	244.0	0.2	0.410266382704	0.31106381970181324	no
131	1.3	244.0	0.25	0.40767183709699994	0.4110525357047488	no
132	1.3	244.0	0.3	0.405600272477	0.5065455600776706	no
133	1.3	244.0	0.35	0.403765665001	0.598468345460525	no
136	1.3	417.0	0.1	0.463727168834	0.3048252066700492	no
137	1.3	417.0	0.15	0.457776938891	0.5059035804586154	no
138	1.3	417.0	0.2	0.45343466946	0.702584677562002	no
139	1.3	417.0	0.25	0.450215382615	0.8957399835921659	no
140	1.3	417.0	0.3	0.44753350261499997	1.084379508011574	no
141	1.3	417.0	0.35	0.445374363078	1.2692486421906135	no
142	1.3	417.0	0.4	0.443561528644	1.2555214245207225	no
289	2.0	232.0	0.15	inf	inf	no
290	2.0	232.0	0.2	inf	inf	no
291	2.0	232.0	0.25	inf	inf	no
292	2.0	232.0	0.3	0.461351022842339	0.04896413765221939	yes
293	2.0	232.0	0.35	0.45811581931792567	0.06920023398769513	yes
294	2.0	232.0	0.4	0.4637796396120049	0.06039734743598112	yes
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	inf	inf	no
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	inf	inf	no
767	4.0	421.0	0.55	inf	inf	no
768	4.0	421.0	0.6	inf	inf	no
769	4.0	421.0	0.7	inf	inf	no
868	5.0	459.0	0.75	inf	inf	no
869	5.0	459.0	0.8	inf	inf	no
872	5.0	793.0	0.25	inf	inf	no
873	5.0	793.0	0.3	inf	inf	no
874	5.0	793.0	0.4	inf	inf	no
875	5.0	793.0	0.5	inf	inf	no
876	5.0	793.0	0.55	inf	inf	no
877	5.0	793.0	0.65	inf	inf	no
878	5.0	793.0	0.75	inf	inf	no
879	5.0	793.0	0.8	inf	inf	no
974	6.0	888.0	0.45	inf	inf	no
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	inf	inf	no
977	6.0	888.0	0.7	inf	inf	no
978	6.0	888.0	0.8	inf	inf	no
979	6.0	888.0	0.85	inf	inf	no
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	inf	inf	no
1078	7.0	1009.0	0.8	inf	inf	no
1079	7.0	1009.0	0.9	inf	inf	no
1179	8.0	1157.0	0.95	inf	inf	no
1389	10.0	2919.0	1.15	inf	inf	no
