i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	inf	inf	no
27	1.0	50.0	0.25	0.325326873453719	0.04226012451615173	yes
28	1.0	50.0	0.3	0.32562009383647517	0.04764769426734262	yes
32	1.0	87.0	0.1	inf	inf	no
33	1.0	87.0	0.15	inf	inf	no
34	1.0	87.0	0.2	0.3372972708496874	0.07249359874190167	yes
35	1.0	87.0	0.25	0.331770209767	0.1489777334771365	no
36	1.0	87.0	0.3	0.33037727213	0.21562378211461772	no
40	1.0	149.0	0.1	0.367729117045	0.1023762387455328	no
41	1.0	149.0	0.15	0.3639868494679999	0.2333242179932403	no
42	1.0	149.0	0.2	0.36139639265500006	0.3410976257006382	no
43	1.0	149.0	0.25	0.359392392222	0.44227328966574314	no
44	1.0	149.0	0.3	0.357748934706	0.5392428393117236	no
45	1.0	149.0	0.35	0.356441895959	0.6332078623734508	no
48	1.0	257.0	0.1	0.402250661367	0.33634359668035474	no
49	1.0	257.0	0.15	0.3976703707759999	0.5451017729705252	no
50	1.0	257.0	0.2	0.39447729163800005	0.7494085398217241	no
51	1.0	257.0	0.25	0.39213669365000003	0.9493388877645977	no
52	1.0	257.0	0.3	0.390245987314	1.144262517179293	no
53	1.0	257.0	0.35	0.388621588644	1.3339374382231461	no
56	1.0	442.0	0.1	0.44357382963	0.7437159685738111	no
57	1.0	442.0	0.15	0.438103569035	1.1757459268685806	no
58	1.0	442.0	0.2	0.434314864228	1.6037537103680768	no
59	1.0	442.0	0.25	0.431382337835	2.0228563529219907	no
60	1.0	442.0	0.3	0.428995319043	2.431654280545887	no
61	1.0	442.0	0.35	0.427149775887	2.832394706450812	no
62	1.0	442.0	0.4	0.425654856178	3.1988532324684273	no
114	1.3	84.0	0.2	inf	inf	no
115	1.3	84.0	0.25	inf	inf	no
116	1.3	84.0	0.3	0.3632722039352823	0.04380575906337283	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	inf	inf	no
122	1.3	143.0	0.2	0.38344111489682214	0.05671623326294769	yes
123	1.3	143.0	0.25	0.372968445602	0.09900697888834542	no
124	1.3	143.0	0.3	0.371138717917	0.1833614778645292	no
125	1.3	143.0	0.35	0.3697395748069999	0.2436016579357074	no
128	1.3	244.0	0.1	0.41958818261793107	0.048457173247339204	yes
129	1.3	244.0	0.15	0.413785582052	0.20603619652933947	no
130	1.3	244.0	0.2	0.410266382704	0.3134159206708468	no
131	1.3	244.0	0.25	0.40767183709699994	0.41284722734972273	no
132	1.3	244.0	0.3	0.405600272477	0.5080252503853482	no
133	1.3	244.0	0.35	0.403765665001	0.5997429553533199	no
136	1.3	417.0	0.1	0.463727168834	0.3062405954599348	no
137	1.3	417.0	0.15	0.457776938891	0.5067842176006453	no
138	1.3	417.0	0.2	0.45343466946	0.7032421012868079	no
139	1.3	417.0	0.25	0.450215382615	0.8962723253716035	no
140	1.3	417.0	0.3	0.44753350261499997	1.084831921171137	no
141	1.3	417.0	0.35	0.445374363078	1.2696446888993964	no
142	1.3	417.0	0.4	0.443561528644	1.2705167241831543	no
289	2.0	232.0	0.15	inf	inf	no
290	2.0	232.0	0.2	inf	inf	no
291	2.0	232.0	0.25	0.4627065595123631	0.043937573008651726	yes
292	2.0	232.0	0.3	0.4599546657520086	0.05428368828857903	yes
293	2.0	232.0	0.35	0.45647167978027176	0.07446149671741939	yes
294	2.0	232.0	0.4	0.46226628745656745	0.06550987612036038	yes
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	inf	inf	no
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	inf	inf	no
767	4.0	421.0	0.55	inf	inf	no
768	4.0	421.0	0.6	inf	inf	no
769	4.0	421.0	0.7	inf	inf	no
868	5.0	459.0	0.75	inf	inf	no
869	5.0	459.0	0.8	inf	inf	no
872	5.0	793.0	0.25	inf	inf	no
873	5.0	793.0	0.3	inf	inf	no
874	5.0	793.0	0.4	0.872801151526323	0.04434797469907992	yes
875	5.0	793.0	0.5	inf	inf	no
876	5.0	793.0	0.55	inf	inf	no
877	5.0	793.0	0.65	inf	inf	no
878	5.0	793.0	0.75	inf	inf	no
879	5.0	793.0	0.8	inf	inf	no
974	6.0	888.0	0.45	inf	inf	no
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	inf	inf	no
977	6.0	888.0	0.7	inf	inf	no
978	6.0	888.0	0.8	inf	inf	no
979	6.0	888.0	0.85	inf	inf	no
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	inf	inf	no
1078	7.0	1009.0	0.8	inf	inf	no
1079	7.0	1009.0	0.9	inf	inf	no
1179	8.0	1157.0	0.95	inf	inf	no
1389	10.0	2919.0	1.15	inf	inf	no
