i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	0.31072102257195566	0.07674009549840871	yes
27	1.0	50.0	0.25	0.30820875272708403	0.09329432353290561	yes
28	1.0	50.0	0.3	0.305685310603	0.11401635640946628	no
32	1.0	87.0	0.1	0.33907345524800003	0.061162631656469374	no
33	1.0	87.0	0.15	0.33581424632	0.12072458639382197	no
34	1.0	87.0	0.2	0.33350216242400005	0.1731306796791604	no
35	1.0	87.0	0.25	0.331770209767	0.22292032179267135	no
36	1.0	87.0	0.3	0.33037727213	0.2708743519508357	no
40	1.0	149.0	0.1	0.367729117045	0.16378894367575958	no
41	1.0	149.0	0.15	0.3639868494679999	0.2647073150183472	no
42	1.0	149.0	0.2	0.36139639265500006	0.3637270033368177	no
43	1.0	149.0	0.25	0.359392392222	0.4604018610458933	no
44	1.0	149.0	0.3	0.357748934706	0.5545757626320945	no
45	1.0	149.0	0.35	0.356441895959	0.6466088561146485	no
48	1.0	257.0	0.1	0.402250661367	0.35000967916718534	no
49	1.0	257.0	0.15	0.3976703707759999	0.554093110320404	no
50	1.0	257.0	0.2	0.39447729163800005	0.7562643088940513	no
51	1.0	257.0	0.25	0.39213669365000003	0.9549545309835604	no
52	1.0	257.0	0.3	0.390245987314	1.1490660816534595	no
53	1.0	257.0	0.35	0.388621588644	1.3381670560562664	no
56	1.0	442.0	0.1	0.44357382963	0.7477523365548829	no
57	1.0	442.0	0.15	0.438103569035	1.1784692421825023	no
58	1.0	442.0	0.2	0.434314864228	1.6058479497454836	no
59	1.0	442.0	0.25	0.431382337835	2.0245813123870247	no
60	1.0	442.0	0.3	0.428995319043	2.433135594212507	no
61	1.0	442.0	0.35	0.427149775887	2.8337011881589844	no
62	1.0	442.0	0.4	0.425654856178	3.2226663634071815	no
114	1.3	84.0	0.2	0.3483123157087998	0.07410461790492791	yes
115	1.3	84.0	0.25	0.3455395427329079	0.08966296178920802	yes
116	1.3	84.0	0.3	0.34217425174	0.10607357662076808	no
120	1.3	143.0	0.1	0.38234726691446175	0.04999745579447857	yes
121	1.3	143.0	0.15	0.377967694589	0.10834572483497602	no
122	1.3	143.0	0.2	0.375173390914	0.1600581656572017	no
123	1.3	143.0	0.25	0.372968445602	0.20867453711998407	no
124	1.3	143.0	0.3	0.371138717917	0.25538112934228724	no
125	1.3	143.0	0.35	0.3697395748069999	0.300839088906712	no
128	1.3	244.0	0.1	0.418540381527	0.14978629032032723	no
129	1.3	244.0	0.15	0.413785582052	0.24657642644684047	no
130	1.3	244.0	0.2	0.410266382704	0.3416368175545379	no
131	1.3	244.0	0.25	0.40767183709699994	0.4350932865749838	no
132	1.3	244.0	0.3	0.405600272477	0.5266505166383781	no
133	1.3	244.0	0.35	0.403765665001	0.6159219760540031	no
136	1.3	417.0	0.1	0.463727168834	0.3237241958131509	no
137	1.3	417.0	0.15	0.457776938891	0.5180150218220996	no
138	1.3	417.0	0.2	0.45343466946	0.7117078258584311	no
139	1.3	417.0	0.25	0.450215382615	0.9031548335133184	no
140	1.3	417.0	0.3	0.44753350261499997	1.0906880684979516	no
141	1.3	417.0	0.35	0.445374363078	1.274775339816518	no
142	1.3	417.0	0.4	0.443561528644	1.4347402882790794	no
289	2.0	232.0	0.15	0.45338771332287486	0.061693052514807487	yes
290	2.0	232.0	0.2	0.4477259039668051	0.08032316523985912	yes
291	2.0	232.0	0.25	0.444042866072	0.11665600646083804	no
292	2.0	232.0	0.3	0.44156924304600004	0.15246473233518734	no
293	2.0	232.0	0.35	0.439461188236	0.1857396543980251	no
294	2.0	232.0	0.4	0.437683643543	0.21752033321498562	no
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	0.7081256041460816	0.10275535651037254	yes
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	0.7253028984084202	0.12048102488217054	no
767	4.0	421.0	0.55	0.7300171272949281	0.11224513272942294	no
768	4.0	421.0	0.6	0.734524715621815	0.10228875523553484	no
769	4.0	421.0	0.7	0.7437868664962737	0.09663469640700742	no
868	5.0	459.0	0.75	0.9194130172994448	0.09094803459349614	yes
869	5.0	459.0	0.8	0.9251616265389742	0.09070209935705628	yes
872	5.0	793.0	0.25	0.8481579621467653	0.084124722111662	yes
873	5.0	793.0	0.3	0.8437996732651499	0.09910273471799962	yes
874	5.0	793.0	0.4	0.840923179156	0.1503835519842189	no
875	5.0	793.0	0.5	0.8646297697778113	0.12522878024780013	no
876	5.0	793.0	0.55	0.8693683919699952	0.11180105859473669	no
877	5.0	793.0	0.65	0.8789949698900278	0.09239096745645488	yes
878	5.0	793.0	0.75	0.8885121228224284	0.09150240703423305	yes
879	5.0	793.0	0.8	0.8928202566896981	0.09165618217244079	yes
974	6.0	888.0	0.45	0.8914652386748382	0.13074725971086731	yes
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	0.9175738706740363	0.09655149548379119	no
977	6.0	888.0	0.7	0.9279078963021002	0.09117738494142426	yes
978	6.0	888.0	0.8	0.9373578408069696	0.09086300600298383	yes
979	6.0	888.0	0.85	0.9419457270725933	0.09096578509515735	yes
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	0.9835945115650413	0.09066959992223891	yes
1078	7.0	1009.0	0.8	0.9883008126627364	0.09053788902360413	yes
1079	7.0	1009.0	0.9	0.9973745386448526	0.09052879111854813	yes
1179	8.0	1157.0	0.95	1.0577743102401325	0.09044004921665379	yes
1389	10.0	2919.0	1.15	1.16075718175	0.517845311170762	no
