i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	0.31722545162334326	0.054538189929950624	yes
27	1.0	50.0	0.25	0.31597559565543903	0.06961402371894371	yes
28	1.0	50.0	0.3	0.3148460387654493	0.0832013769802466	yes
32	1.0	87.0	0.1	inf	inf	no
33	1.0	87.0	0.15	0.3363351739594651	0.06730088468794936	yes
34	1.0	87.0	0.2	0.33350216242400005	0.14192318417944033	no
35	1.0	87.0	0.25	0.331770209767	0.19979173945902465	no
36	1.0	87.0	0.3	0.33037727213	0.25198962170889416	no
40	1.0	149.0	0.1	0.367729117045	0.14519897112060828	no
41	1.0	149.0	0.15	0.3639868494679999	0.25339876132749856	no
42	1.0	149.0	0.2	0.36139639265500006	0.35530563796955444	no
43	1.0	149.0	0.25	0.359392392222	0.45356801495637017	no
44	1.0	149.0	0.3	0.357748934706	0.5487573064645418	no
45	1.0	149.0	0.35	0.356441895959	0.6415042808453636	no
48	1.0	257.0	0.1	0.402250661367	0.3448569188203105	no
49	1.0	257.0	0.15	0.3976703707759999	0.5506603837122296	no
50	1.0	257.0	0.2	0.39447729163800005	0.7536383133270681	no
51	1.0	257.0	0.25	0.39213669365000003	0.952800412493248	no
52	1.0	257.0	0.3	0.390245987314	1.1472220566502087	no
53	1.0	257.0	0.35	0.388621588644	1.3365425876274282	no
56	1.0	442.0	0.1	0.44357382963	0.7462036302063894	no
57	1.0	442.0	0.15	0.438103569035	1.1774229087179764	no
58	1.0	442.0	0.2	0.434314864228	1.6050429426429982	no
59	1.0	442.0	0.25	0.431382337835	2.0239181204776338	no
60	1.0	442.0	0.3	0.428995319043	2.43256601488013	no
61	1.0	442.0	0.35	0.427149775887	2.8331988000750647	no
62	1.0	442.0	0.4	0.425654856178	3.213597857648159	no
114	1.3	84.0	0.2	0.3551862352209774	0.051501904785057964	yes
115	1.3	84.0	0.25	0.3537577145320084	0.06649173302791611	yes
116	1.3	84.0	0.3	0.3523091669231848	0.08016912759781018	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	0.38097181101622424	0.05872497238661241	yes
122	1.3	143.0	0.2	0.375173390914	0.11799745109965197	no
123	1.3	143.0	0.25	0.372968445602	0.17938045986901452	no
124	1.3	143.0	0.3	0.371138717917	0.23202962043363476	no
125	1.3	143.0	0.35	0.3697395748069999	0.28110155619449856	no
128	1.3	244.0	0.1	0.418540381527	0.12494010442082838	no
129	1.3	244.0	0.15	0.413785582052	0.23236731336571065	no
130	1.3	244.0	0.2	0.410266382704	0.33125407911110266	no
131	1.3	244.0	0.25	0.40767183709699994	0.4267625601320855	no
132	1.3	244.0	0.3	0.405600272477	0.5196136578999637	no
133	1.3	244.0	0.35	0.403765665001	0.6097771279280915	no
136	1.3	417.0	0.1	0.463727168834	0.3171871279581351	no
137	1.3	417.0	0.15	0.457776938891	0.513739388370724	no
138	1.3	417.0	0.2	0.45343466946	0.7084691636664119	no
139	1.3	417.0	0.25	0.450215382615	0.9005168354073803	no
140	1.3	417.0	0.3	0.44753350261499997	1.0884411850547973	no
141	1.3	417.0	0.35	0.445374363078	1.2728055763786046	no
142	1.3	417.0	0.4	0.443561528644	1.3772951964448008	no
289	2.0	232.0	0.15	0.46009288961254435	0.04293196993850217	yes
290	2.0	232.0	0.2	0.4558967716951681	0.05532459541592521	yes
291	2.0	232.0	0.25	0.4514143776877118	0.07488067022630523	yes
292	2.0	232.0	0.3	0.4461653517137543	0.09536450655427593	yes
293	2.0	232.0	0.35	0.439461188236	0.11968454902500957	no
294	2.0	232.0	0.4	0.45189433208367646	0.13249228527007745	no
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	0.7204948017322282	0.07144505357555508	yes
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	0.7346138026866696	0.06832125474159036	yes
767	4.0	421.0	0.55	0.7400062243817718	0.06557045312514259	yes
768	4.0	421.0	0.6	0.7453094918272748	0.0628597856426604	yes
769	4.0	421.0	0.7	0.754878789233841	0.060743042161013686	yes
868	5.0	459.0	0.75	0.931839838853517	0.05395492251124339	yes
869	5.0	459.0	0.8	0.9375880423437424	0.05356669135071959	yes
872	5.0	793.0	0.25	0.859467168373148	0.048858735447998514	yes
873	5.0	793.0	0.3	0.85671216823058	0.06446161040718919	yes
874	5.0	793.0	0.4	0.8546119575447777	0.09688046493455205	yes
875	5.0	793.0	0.5	0.8746825811751544	0.06663758111288459	yes
876	5.0	793.0	0.55	0.8805736827336915	0.062370707524049065	yes
877	5.0	793.0	0.65	0.8913498547285557	0.05655285842344801	yes
878	5.0	793.0	0.75	0.9007931980775077	0.0553065708389724	yes
879	5.0	793.0	0.8	0.9051395316119036	0.05538730543736686	yes
974	6.0	888.0	0.45	0.913036930053742	0.07752987041680746	yes
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	0.9301847382399147	0.057517408321500964	yes
977	6.0	888.0	0.7	0.9404362130301612	0.05399832885801833	yes
978	6.0	888.0	0.8	0.9498911586539247	0.05345097885872204	yes
979	6.0	888.0	0.85	0.9545083846642841	0.05346207178538775	yes
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	0.9964245967291524	0.052190917595131184	yes
1078	7.0	1009.0	0.8	1.001136087123096	0.051956003640237926	yes
1079	7.0	1009.0	0.9	1.0102420633524771	0.05176598856896264	yes
1179	8.0	1157.0	0.95	1.0710066569054175	0.05048250694634314	yes
1389	10.0	2919.0	1.15	1.257674087686018	0.06110653426331196	yes
