i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	inf	inf	no
27	1.0	50.0	0.25	0.32329687100310245	0.04367209788906457	yes
28	1.0	50.0	0.3	0.3232826830016026	0.05662007477215614	yes
32	1.0	87.0	0.1	inf	inf	no
33	1.0	87.0	0.15	0.3436556338891541	0.04189571908979107	yes
34	1.0	87.0	0.2	0.3345141475312594	0.08209407470960732	yes
35	1.0	87.0	0.25	0.331770209767	0.1642282262009688	no
36	1.0	87.0	0.3	0.33037727213	0.22564780175854085	no
40	1.0	149.0	0.1	0.367729117045	0.1156700273821115	no
41	1.0	149.0	0.15	0.3639868494679999	0.2386096261444405	no
42	1.0	149.0	0.2	0.36139639265500006	0.34474181493891465	no
43	1.0	149.0	0.25	0.359392392222	0.44514183196483653	no
44	1.0	149.0	0.3	0.357748934706	0.5416480323394064	no
45	1.0	149.0	0.35	0.356441895959	0.6352982515475084	no
48	1.0	257.0	0.1	0.402250661367	0.3385053890023524	no
49	1.0	257.0	0.15	0.3976703707759999	0.5464989291206555	no
50	1.0	257.0	0.2	0.39447729163800005	0.7504691900426659	no
51	1.0	257.0	0.25	0.39213669365000003	0.9502060391794879	no
52	1.0	257.0	0.3	0.390245987314	1.1450034242708684	no
53	1.0	257.0	0.35	0.388621588644	1.3345893769739625	no
56	1.0	442.0	0.1	0.44357382963	0.744338986193549	no
57	1.0	442.0	0.15	0.438103569035	1.176165501903418	no
58	1.0	442.0	0.2	0.434314864228	1.6040761500599237	no
59	1.0	442.0	0.25	0.431382337835	2.023121876376567	no
60	1.0	442.0	0.3	0.428995319043	2.4318822623375067	no
61	1.0	442.0	0.35	0.427149775887	2.8325957609285846	no
62	1.0	442.0	0.4	0.425654856178	3.2025650837695667	no
114	1.3	84.0	0.2	inf	inf	no
115	1.3	84.0	0.25	0.36124777332586183	0.04179341510200986	yes
116	1.3	84.0	0.3	0.3608547701297949	0.05268066126340574	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	inf	inf	no
122	1.3	143.0	0.2	0.3807174920362471	0.06621506220146442	yes
123	1.3	143.0	0.25	0.372968445602	0.1276635000101516	no
124	1.3	143.0	0.3	0.371138717917	0.1974566465231912	no
125	1.3	143.0	0.35	0.3697395748069999	0.2538566618860775	no
128	1.3	244.0	0.1	0.418540381527	0.07468840233133486	no
129	1.3	244.0	0.15	0.413785582052	0.2131343486696912	no
130	1.3	244.0	0.2	0.410266382704	0.3180325902772094	no
131	1.3	244.0	0.25	0.40767183709699994	0.4163992647363501	no
132	1.3	244.0	0.3	0.405600272477	0.5109632885491581	no
133	1.3	244.0	0.35	0.403765665001	0.6022769836167575	no
136	1.3	417.0	0.1	0.463727168834	0.30903815099866083	no
137	1.3	417.0	0.15	0.457776938891	0.5085371549597483	no
138	1.3	417.0	0.2	0.45343466946	0.7045544408171529	no
139	1.3	417.0	0.25	0.450215382615	0.8973362883193615	no
140	1.3	417.0	0.3	0.44753350261499997	1.0857358433645237	no
141	1.3	417.0	0.35	0.445374363078	1.2704359171895876	no
142	1.3	417.0	0.4	0.443561528644	1.2992778488772407	no
289	2.0	232.0	0.15	inf	inf	no
290	2.0	232.0	0.2	inf	inf	no
291	2.0	232.0	0.25	0.4604125625405513	0.04462814656689769	yes
292	2.0	232.0	0.3	0.45702124566037294	0.06477617605441191	yes
293	2.0	232.0	0.35	0.4529240599726458	0.08474792998260602	yes
294	2.0	232.0	0.4	0.45897165663200173	0.07556284246579864	yes
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	inf	inf	no
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	inf	inf	no
767	4.0	421.0	0.55	inf	inf	no
768	4.0	421.0	0.6	inf	inf	no
769	4.0	421.0	0.7	inf	inf	no
868	5.0	459.0	0.75	inf	inf	no
869	5.0	459.0	0.8	inf	inf	no
872	5.0	793.0	0.25	inf	inf	no
873	5.0	793.0	0.3	inf	inf	no
874	5.0	793.0	0.4	0.8691015322489543	0.05387974922078465	yes
875	5.0	793.0	0.5	inf	inf	no
876	5.0	793.0	0.55	inf	inf	no
877	5.0	793.0	0.65	inf	inf	no
878	5.0	793.0	0.75	inf	inf	no
879	5.0	793.0	0.8	inf	inf	no
974	6.0	888.0	0.45	inf	inf	no
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	inf	inf	no
977	6.0	888.0	0.7	inf	inf	no
978	6.0	888.0	0.8	inf	inf	no
979	6.0	888.0	0.85	inf	inf	no
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	inf	inf	no
1078	7.0	1009.0	0.8	inf	inf	no
1079	7.0	1009.0	0.9	inf	inf	no
1179	8.0	1157.0	0.95	inf	inf	no
1389	10.0	2919.0	1.15	inf	inf	no
