i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	0.31603095332986486	0.05903681856255498	yes
27	1.0	50.0	0.25	0.3145794182130457	0.07418618382925282	yes
28	1.0	50.0	0.3	0.31313468871031974	0.08797963329141854	yes
32	1.0	87.0	0.1	0.34309075890253193	0.04184321181747286	yes
33	1.0	87.0	0.15	0.33581424632	0.07959658732335666	no
34	1.0	87.0	0.2	0.33350216242400005	0.14906093644371668	no
35	1.0	87.0	0.25	0.331770209767	0.2047711649253492	no
36	1.0	87.0	0.3	0.33037727213	0.25595445466098327	no
40	1.0	149.0	0.1	0.367729117045	0.1492309027294099	no
41	1.0	149.0	0.15	0.3639868494679999	0.25572748084464353	no
42	1.0	149.0	0.2	0.36139639265500006	0.3570154005878432	no
43	1.0	149.0	0.25	0.359392392222	0.45494721798945953	no
44	1.0	149.0	0.3	0.357748934706	0.5499284132338143	no
45	1.0	149.0	0.35	0.356441895959	0.6425300778122484	no
48	1.0	257.0	0.1	0.402250661367	0.3458967428991816	no
49	1.0	257.0	0.15	0.3976703707759999	0.5513493675837249	no
50	1.0	257.0	0.2	0.39447729163800005	0.7541645489274245	no
51	1.0	257.0	0.25	0.39213669365000003	0.9532318012910218	no
52	1.0	257.0	0.3	0.390245987314	1.1475911962263472	no
53	1.0	257.0	0.35	0.388621588644	1.3368677144674275	no
56	1.0	442.0	0.1	0.44357382963	0.746513757774612	no
57	1.0	442.0	0.15	0.438103569035	1.1776322822295797	no
58	1.0	442.0	0.2	0.434314864228	1.6052039927538062	no
59	1.0	442.0	0.25	0.431382337835	2.024050784652628	no
60	1.0	442.0	0.3	0.428995319043	2.432679946264638	no
61	1.0	442.0	0.35	0.427149775887	2.833299287855106	no
62	1.0	442.0	0.4	0.425654856178	3.2154202702865624	no
114	1.3	84.0	0.2	0.3539429221483817	0.056225718289901305	yes
115	1.3	84.0	0.25	0.3522860219988924	0.07087659486547886	yes
116	1.3	84.0	0.3	0.3505871781652489	0.08489290134228564	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	0.37960635840738693	0.0634310476711274	yes
122	1.3	143.0	0.2	0.375173390914	0.12833222876081404	no
123	1.3	143.0	0.25	0.372968445602	0.18586799067441098	no
124	1.3	143.0	0.3	0.371138717917	0.23701078769838144	no
125	1.3	143.0	0.35	0.3697395748069999	0.2852326310723816	no
128	1.3	244.0	0.1	0.418540381527	0.13055625009415867	no
129	1.3	244.0	0.15	0.413785582052	0.2353244538335823	no
130	1.3	244.0	0.2	0.410266382704	0.33337358278307316	no
131	1.3	244.0	0.25	0.40767183709699994	0.4284491973070101	no
132	1.3	244.0	0.3	0.405600272477	0.5210325546322103	no
133	1.3	244.0	0.35	0.403765665001	0.6110134328630217	no
136	1.3	417.0	0.1	0.463727168834	0.31851214110310266	no
137	1.3	417.0	0.15	0.457776938891	0.5145984785989915	no
138	1.3	417.0	0.2	0.45343466946	0.7091186615936178	no
139	1.3	417.0	0.25	0.450215382615	0.9010453346230345	no
140	1.3	417.0	0.3	0.44753350261499997	1.0888910858106402	no
141	1.3	417.0	0.35	0.445374363078	1.2731998896017829	no
142	1.3	417.0	0.4	0.443561528644	1.3892734141398524	no
289	2.0	232.0	0.15	0.4589673877374337	0.04283771871520163	yes
290	2.0	232.0	0.2	0.454449013849997	0.06064048562041188	yes
291	2.0	232.0	0.25	0.44964094886521555	0.07992281073239478	yes
292	2.0	232.0	0.3	0.4439411625771951	0.10069138894992871	yes
293	2.0	232.0	0.35	0.439461188236	0.1374261182534115	no
294	2.0	232.0	0.4	0.45189433208367646	0.14441772128158978	no
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	0.7183291495230039	0.077969803486346	yes
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	0.7324749977791704	0.07492822452362782	yes
767	4.0	421.0	0.55	0.7378962240269061	0.07189789033551788	yes
768	4.0	421.0	0.6	0.7432427603016862	0.0690765425814573	yes
769	4.0	421.0	0.7	0.7528654584932002	0.06730397998319884	yes
868	5.0	459.0	0.75	0.9296801085381324	0.061683193862078836	yes
869	5.0	459.0	0.8	0.9354286517509186	0.061316497063778015	yes
872	5.0	793.0	0.25	0.8574690220480042	0.055775266308559376	yes
873	5.0	793.0	0.3	0.854421542955399	0.07135955915277084	yes
874	5.0	793.0	0.4	0.8516568867672747	0.1037437540779385	yes
875	5.0	793.0	0.5	0.8723271115751741	0.07373475943796569	yes
876	5.0	793.0	0.55	0.8782941177574702	0.0692748999834374	yes
877	5.0	793.0	0.65	0.8892041722914593	0.06408379081399049	yes
878	5.0	793.0	0.75	0.8986577783400179	0.06289869293965374	yes
879	5.0	793.0	0.8	0.9029987751406414	0.0629961727296169	yes
974	6.0	888.0	0.45	0.910415176329129	0.0848613496881643	yes
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	0.9279611239749739	0.06517970951072595	yes
977	6.0	888.0	0.7	0.9382610551066616	0.061763841639321	yes
978	6.0	888.0	0.8	0.9477156515991649	0.06125130217179098	yes
979	6.0	888.0	0.85	0.9523286082706698	0.061278615416160635	yes
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	0.9942033165070328	0.060142253191107185	yes
1078	7.0	1009.0	0.8	0.9989140262581983	0.05990902696299308	yes
1079	7.0	1009.0	0.9	1.0080155607398598	0.05973247425657898	yes
1179	8.0	1157.0	0.95	1.068723572550466	0.058443311946352716	yes
1389	10.0	2919.0	1.15	1.2550431880893278	0.06950926295309075	yes
