i	M1	Pi	M2	MWD	Pf	CV?
26	1.0	50.0	0.2	0.3206397757189413	0.04230238788196771	yes
27	1.0	50.0	0.25	0.3198385400967596	0.05664233881055783	yes
28	1.0	50.0	0.3	0.31938212444805164	0.06950587439517106	yes
32	1.0	87.0	0.1	inf	inf	no
33	1.0	87.0	0.15	0.3401468302766768	0.05365441734637603	yes
34	1.0	87.0	0.2	0.33350216242400005	0.11574726726629447	no
35	1.0	87.0	0.25	0.331770209767	0.18344795437374437	no
36	1.0	87.0	0.3	0.33037727213	0.23942288939829426	no
40	1.0	149.0	0.1	0.367729117045	0.1318146667696965	no
41	1.0	149.0	0.15	0.3639868494679999	0.24618912912249397	no
42	1.0	149.0	0.2	0.36139639265500006	0.3500899353329299	no
43	1.0	149.0	0.25	0.359392392222	0.44938784987454494	no
44	1.0	149.0	0.3	0.357748934706	0.5452221595501691	no
45	1.0	149.0	0.35	0.356441895959	0.638412827179174	no
48	1.0	257.0	0.1	0.402250661367	0.3417057102019287	no
49	1.0	257.0	0.15	0.3976703707759999	0.548585675133426	no
50	1.0	257.0	0.2	0.39447729163800005	0.7520563220684043	no
51	1.0	257.0	0.25	0.39213669365000003	0.9515045193832984	no
52	1.0	257.0	0.3	0.390245987314	1.1461135751297427	no
53	1.0	257.0	0.35	0.388621588644	1.3355665181860554	no
56	1.0	442.0	0.1	0.44357382963	0.745272140846178	no
57	1.0	442.0	0.15	0.438103569035	1.176794457424659	no
58	1.0	442.0	0.2	0.434314864228	1.6045596544041045	no
59	1.0	442.0	0.25	0.431382337835	2.0235200522745322	no
60	1.0	442.0	0.3	0.428995319043	2.4322241736348014	no
61	1.0	442.0	0.35	0.427149775887	2.83289730497926	no
62	1.0	442.0	0.4	0.425654856178	3.2081027322525113	no
114	1.3	84.0	0.2	0.3586964817551863	0.04174744419505713	yes
115	1.3	84.0	0.25	0.35768991852607596	0.05276137788432847	yes
116	1.3	84.0	0.3	0.3569213465378791	0.06647299189178861	yes
120	1.3	143.0	0.1	inf	inf	no
121	1.3	143.0	0.15	0.3848024866825718	0.04454251316000759	yes
122	1.3	143.0	0.2	0.376154761626478	0.08055774259274577	yes
123	1.3	143.0	0.25	0.372968445602	0.15708041613089818	no
124	1.3	143.0	0.3	0.371138717917	0.21589737655627095	no
125	1.3	143.0	0.35	0.3697395748069999	0.2680562558557299	no
128	1.3	244.0	0.1	0.418540381527	0.10486361897845614	no
129	1.3	244.0	0.15	0.413785582052	0.22309641673878877	no
130	1.3	244.0	0.2	0.410266382704	0.3247553227062044	no
131	1.3	244.0	0.25	0.40767183709699994	0.42163385132350983	no
132	1.3	244.0	0.3	0.405600272477	0.5153184533893052	no
133	1.3	244.0	0.35	0.403765665001	0.6060460065110904	no
136	1.3	417.0	0.1	0.463727168834	0.3131567026944685	no
137	1.3	417.0	0.15	0.457776938891	0.511148985922278	no
138	1.3	417.0	0.2	0.45343466946	0.7065155119730258	no
139	1.3	417.0	0.25	0.450215382615	0.8989286004859492	no
140	1.3	417.0	0.3	0.44753350261499997	1.0870898193033016	no
141	1.3	417.0	0.35	0.445374363078	1.271621574263889	no
142	1.3	417.0	0.4	0.443561528644	1.3396936769617749	no
289	2.0	232.0	0.15	inf	inf	no
290	2.0	232.0	0.2	0.45996536680553674	0.04256831962069791	yes
291	2.0	232.0	0.25	0.45621548305357895	0.059914982655118	yes
292	2.0	232.0	0.3	0.4520183192595801	0.07988388868462755	yes
293	2.0	232.0	0.35	0.446777675485011	0.10050448316047385	yes
294	2.0	232.0	0.4	0.4533787247438127	0.09098145035119495	yes
367	2.3	137.0	0.45	inf	inf	no
764	4.0	421.0	0.35	0.7263408278941891	0.05180051388558088	yes
765	4.0	421.0	0.4	inf	inf	no
766	4.0	421.0	0.5	0.7403551728403855	0.04869820141131298	yes
767	4.0	421.0	0.55	0.7456034058570142	0.04622877454602845	yes
768	4.0	421.0	0.6	0.7507819852543565	0.044656184331057704	yes
769	4.0	421.0	0.7	0.76024383634806	0.04404786793993124	yes
868	5.0	459.0	0.75	inf	inf	no
869	5.0	459.0	0.8	inf	inf	no
872	5.0	793.0	0.25	inf	inf	no
873	5.0	793.0	0.3	0.8627059455323665	0.04502616294835611	yes
874	5.0	793.0	0.4	0.8624551853444734	0.07564540256695731	yes
875	5.0	793.0	0.5	0.8808639718447621	0.04605352892050971	yes
876	5.0	793.0	0.55	0.8864654709141709	0.044485227447171205	yes
877	5.0	793.0	0.65	0.8966675674112573	0.04519173774719627	yes
878	5.0	793.0	0.75	inf	inf	no
879	5.0	793.0	0.8	inf	inf	no
974	6.0	888.0	0.45	0.9200229992382859	0.05512963309914445	yes
975	6.0	888.0	0.5	inf	inf	no
976	6.0	888.0	0.6	0.935698881617533	0.045142623910432556	yes
977	6.0	888.0	0.7	inf	inf	no
978	6.0	888.0	0.8	inf	inf	no
979	6.0	888.0	0.85	inf	inf	no
1075	7.0	1009.0	0.55	inf	inf	no
1077	7.0	1009.0	0.75	inf	inf	no
1078	7.0	1009.0	0.8	inf	inf	no
1079	7.0	1009.0	0.9	inf	inf	no
1179	8.0	1157.0	0.95	inf	inf	no
1389	10.0	2919.0	1.15	1.2638269930720616	0.04340588739695022	yes
